ID,Team,Title,Description,Status,Estimate,Priority,Project ID,Project,Creator,Assignee,Labels,Cycle Number,Cycle Name,Cycle Start,Cycle End,Created,Updated,Started,Triaged,Completed,Canceled,Archived,Due Date,Parent issue,Initiatives,Project Milestone ID,Project Milestone,SLA Status
,SOLUTIONS,Publish the AI BuildOps pack contract,"Create the pack manifest, directory contract, exported assets, and compatibility rules for the AI BuildOps reference pack. Acceptance: the pack can be compiled without tenant-specific edits.",Backlog,,high,,openclaw-ruh,,,"ai-buildops,pack-system,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Author AI BuildOps employee templates,"Define the seven default employee roles for intake, spec, planning, build orchestration, QA and evals, release, and incident feedback. Acceptance: each template has a narrow responsibility, tool profile, and output contract.",Backlog,,medium,,openclaw-ruh,,,"ai-buildops,pack-system,workflow,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Author AI BuildOps workflows and artifacts,"Define the canonical workflows and artifact schemas for intake, spec generation, planning, build orchestration, eval gating, release prep, and incident learning. Acceptance: every workflow has typed task contracts and output artifacts.",Backlog,,high,,openclaw-ruh,,,"ai-buildops,workflow,artifact,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Implement the GitHub + Linear + Slack + Sentry overlay,"Bind the reusable AI BuildOps pack to the target engineering stack with tenant-specific mappings, secret refs, and policy defaults. Acceptance: service to repo to team to channel to project routing is defined end-to-end.",Backlog,,high,,openclaw-ruh,,,"ai-buildops,overlay,connector,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Define AI BuildOps eval profiles,"Create the eval suites and release gates needed for spec quality, build quality, protected-branch compliance, and incident-to-regression learning. Acceptance: every risky path has a measurable pass or fail gate.",Backlog,,medium,,openclaw-ruh,,,"ai-buildops,evals,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Pilot intake-to-spec and spec-to-build for one service,"Run the first narrow AI BuildOps slice on one product or service boundary before broader rollout. Acceptance: a work item can move from intake to approved spec to PR orchestration with human gates intact.",Backlog,,high,,openclaw-ruh,,,"ai-buildops,design-partner,workflow,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Publish the Construction Project Ops pack contract,"Create the pack manifest, directory contract, exported assets, and compatibility rules for the construction operations pack. Acceptance: the pack is reusable across contractors without cloning workflow source.",Backlog,,high,,openclaw-ruh,,,"construction,pack-system,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Author construction employee templates,"Define the intake, document control, RFI, submittal, meeting and reporting, and action tracking employee templates. Acceptance: each template has explicit citations, approval rules, and scoped actions.",Backlog,,medium,,openclaw-ruh,,,"construction,pack-system,workflow,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Author construction workflows and artifacts,"Define correspondence intake, RFI lifecycle, submittal lifecycle, meeting pack, reporting, and issue or risk watchlist workflows with typed artifacts. Acceptance: every workflow preserves project-scoped context and citation-first drafting.",Backlog,,high,,openclaw-ruh,,,"construction,workflow,artifact,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Implement the Procore + SharePoint + Teams overlay,"Bind the construction pack to the target document, PMIS, and communication stack with customer-specific mappings and approval channels. Acceptance: external writes stay gated and project-scoped routing is explicit.",Backlog,,high,,openclaw-ruh,,,"construction,overlay,connector,mvp",,,,,,,,,,,,,,,
,SOLUTIONS,Define construction eval gates,"Add citation quality, routing correctness, stale-document detection, and approval compliance evals before production promotion. Acceptance: the pack can prove safe drafting behavior and detect out-of-date document use.",Backlog,,medium,,openclaw-ruh,,,"construction,evals,mvp",,,,,,,,,,,,,,,
,PILOT,Create the design-partner qualification scorecard,"Turn the pilot entry criteria into a repeatable checklist with required gates for sponsor, workflow owner, integrations, approval participants, trust boundary, and baseline metrics. Acceptance: unqualified pilot candidates are filtered out early.",Backlog,,high,,openclaw-ruh,,,"pilot,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Create the baseline capture kit,"Define how to collect workflow maps, task samples, manual cycle time, effort baselines, and evidence artifacts before automation is enabled. Acceptance: every pilot starts with a locked before-state that can be measured against.",Backlog,,medium,,openclaw-ruh,,,"pilot,workflow,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Define the approval matrix and protected-action policy,"Map low, medium, and high-risk actions to named human approvers and default system behavior. Acceptance: merge, deploy, external communication, and other protected actions are never ambiguous during pilot rollout.",Backlog,,high,,openclaw-ruh,,,"pilot,approvals,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Build the phased rollout runbook,"Define the move from monitor mode to draft mode to approval mode to constrained autonomy for each pilot. Acceptance: promotion criteria, rollback conditions, and operator expectations are explicit for every phase.",Backlog,,high,,openclaw-ruh,,,"pilot,workflow,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Create the weekly scorecard and gate review cadence,"Define the operating ritual for reviewing value, trust, technical health, and adoption every week. Acceptance: each pilot has one scorecard, one owner, and one go or no-go decision point per phase.",Backlog,,medium,,openclaw-ruh,,,"pilot,observability,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Run connector least-privilege and health checks,"Verify that every pilot connector has the minimum required access, healthy auth, and one explicit test path before live usage. Acceptance: GitHub or PMIS, Linear, Slack or Teams, and Sentry or document systems pass preflight checks.",Backlog,,medium,,openclaw-ruh,,,"pilot,connector,secrets,design-partner,mvp",,,,,,,,,,,,,,,
,PILOT,Create the pilot findings feedback loop,"Turn every exception, false positive, missing permission, and operator complaint into a reusable pack, overlay, or platform issue. Acceptance: pilot learnings are captured as backlog items instead of staying in chat or meetings.",Backlog,,medium,,openclaw-ruh,,,"pilot,pack-system,platform,design-partner,mvp",,,,,,,,,,,,,,,
